link,type_v,address,town,price,price_old,info,description,tags,agent,created,n_hab,sup_m2
/inmueble/102978152/,Piso,"via de Bàrcino, La Trinitat Vella, Barcelona",La Trinitat Vella,59.3,,"['2 hab.', '43 m²', ' sin ascensor']","Vivienda piso ubicada en la calle Barcino de Barcelona. - El inmueble se encuentra ocupado ilegalmente por terceros y sin los suministros debidamente contratados. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encu",,,2024-11-20 14:42:36,2,43
/inmueble/102533810/,Piso,"calle de la Cera, El Raval, Barcelona",El Raval,71.5,,"['2 hab.', '34 m²', 'Planta 3ª sin ascensor']","Piso en la calle de la Cera, Barcelona. Está destinado a vivienda y ocupa una superficie de veintinueve metros, setenta decímetros y medio cuadrados. - El inmueble se encuentra ocupado ilegalmente por terceros y sin los suministros debidamente contratados. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto al",,,2024-11-20 14:42:36,2,34
/inmueble/102533819/,Piso,"avenida dels Rasos de Peguera, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,57.7,,"['3 hab.', '70 m²', 'Planta 5ª sin ascensor']","Piso en la calle Rasos de Peguera de la barriada de san Andrés de palomar, Barcelona. Tiene una superficie aproximada de 62,70 m2. - El inmueble se encuentra ocupado ilegalmente por terceros y sin los suministros debidamente contratados. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un t",,,2024-11-20 14:42:36,3,70
/inmueble/104363395/,Piso,"calle d&#039;En Sant Climent, El Raval, Barcelona",El Raval,84.1,,"['2 hab.', '55 m²', 'Planta 4ª sin ascensor']","Vivienda situada en Barcelona, con frente a la calle Salvador. De superficie cincuenta y cinco metros cuarenta y cinco decímetros cuadrados. - El inmueble se transmite arrendado a tercero y con un posible derecho de éste a la adquisición preferente del mismo. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto",,,2024-11-20 14:42:36,2,55
/inmueble/102842179/,Piso,"calle de les Agudes, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,60.0,,"['3 hab.', '49 m²', 'Planta 3ª sin ascensor']","Vivienda piso en un edificio residencial en la ciudad de Barcelona. Tiene una superficie aproximada de 47 m2. y está distribuido en salón-comedor, tres dormitorios, baño completo con bañera y cocina semi-amueblada con muebles altos y bajos lacados en color blanco. La vivienda cuenta con puerta de entrada blindada norma",,,2024-11-20 14:42:36,3,49
/inmueble/103879319/,Piso,"calle de Joaquín Costa, El Raval, Barcelona",El Raval,78.8,,"['1 hab.', '40 m²', 'Planta 5ª sin ascensor']","Este encantador piso de 40m2, ubicado en un histórico edificio del año 1860 de siete plantas, te ofrece la combinación perfecta de tradición y modernidad. Con una distribución inteligente de 33m2 útiles, este hogar cuenta con un dormitorio acogedor y un baño completo, ideal para parejas o profesionales que buscan comod",,,2024-11-20 14:42:36,1,40
/inmueble/102533814/,Piso,"calle de Perafita, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,64.0,,"['3 hab.', '60 m²', 'Planta 1ª sin ascensor']","Vivienda ubicada en la barriada de Sant Andrés de Palomar de Barcelona, en la calle Perafita. Tiene una superficie edificada de sesenta metros nueve decímetros cuadrados, y útil de cincuenta y dos metros dieciocho decímetros cuadrados. - El inmueble se encuentra ocupado ilegalmente por terceros y sin los suministros de",,,2024-11-20 14:42:36,3,60
/inmueble/102902348/,Piso,"calle de Travau, Can Peguera - El Turó de la Peira, Barcelona",Can Peguera - El Turó de la Peira,50.8,,"['2 hab.', '34 m²', ' sin ascensor']","Excelente piso de dos dormitorios y un baño. Se encuentra en la planta baja de un edificio residencial de cuatro plantas sobre rasante. Sin ascensor. Situado en el municipio de Barcelona. La vivienda se distribuye en dos dormitorios, amplio salón-comedor, cocina independiente, un cuarto de baño y patio. La superficie c",,,2024-11-20 14:42:36,2,34
/inmueble/102769004/,Piso,"calle d&#039;Aiguablava, La Trinitat Nova, Barcelona",La Trinitat Nova,58.8,,"['2 hab.', '45 m²', 'Planta 3ª sin ascensor']",Piso de 45 m2 situado en edificio de 5 plantas sobre rasante ubicado en la ciudad de Barcelona provincia de Barcelona. Construido en el año 1963 no dispone de ascensor Se encuentra situado en zona urbana bien comunicada y rodeada de viviendas de similares características con todos los servicios cercanos y accesibles. -,,,2024-11-20 14:42:36,2,45
/inmueble/102610051/,Piso,"calle Albània, El Besòs, Barcelona",El Besòs,68.2,,"['3 hab.', '56 m²', 'Planta 5ª sin ascensor']","Vivienda sita en la calle Albania, de Barcelona. Tiene una superficie de cuarenta y seis metros sesenta y ocho decímetros cuadrados, distribuidos en una sola planta que se compone de ingreso, cocina-comedor, tres dormitorios, aseo y terraza con lavadero. - El inmueble ha sido adquirido a través de un procedimiento judi",,,2024-11-20 14:42:36,3,56
/inmueble/102951426/,Piso,"via Favència, Verdun, Barcelona",Verdun,72.6,,"['1 hab.', '53 m²', 'Planta 1ª sin ascensor']","Vivienda en el municipio de Barcelona, provincia de Barcelona. El inmueble se encuentra en una zona tranquila, rodeado por viviendas residenciales de similares características. Cuenta con fácil acceso a la carretera y otros nudos de comunicación. Cercano a establecimientos y comercios de la zona. - El inmueble ha sido",,,2024-11-20 14:42:36,1,53
/inmueble/102609977/,Piso,"calle del Gaià, La Marina del Port, Barcelona",La Marina del Port,97.3,,"['2 hab.', '61 m²', 'Planta 1ª sin ascensor']","Vivienda en la calle Gaia, de Barcelona, montaña de Montjuic. Tiene una superficie edificada de sesenta y un metros veintiocho decímetros cuadrados. Se compone de varias dependencias y terraza exterior con lavadero. - El inmueble ha sido adquirido a través de un procedimiento judicial (concursal o hipotecario) por el v",,,2024-11-20 14:42:36,2,61
/inmueble/102533815/,Piso,"calle de Perafita, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,63.5,,"['3 hab.', '55 m²', ' sin ascensor']","Vivienda piso situado en un edificio residencial en la barriada de San Andrés de Palomar, en la ciudad de Barcelona. Edificio construido en el año 1971 compuesto de cuatro plantas sobre rasante sin ascensor. La vivienda cuenta con una superficie construida de 55,48 m2 y útil de 46,54 m2 distribuyéndose en salón comedor",,,2024-11-20 14:42:36,3,55
/inmueble/96647125/,Piso,"calle de les Agudes, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,98.0,,"['3 hab.', '64 m²', 'Planta 5ª exterior sin ascensor']","Piso en Barcelona, idóneo para familias. La vivienda consta de 64 m² construidos distribuidos en tres habitaciones, salón-comedor, cocina y un aseo y un balcón. El inmueble tiene mucha luz natural y suelos de parquet. La vivienda se encuentra en la 5a planta del edificio, sin ascensor. En sus alrededores encontramos su",,,2024-11-20 14:42:36,3,64
/inmueble/104922645/,Piso,"calle de les Agudes, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,98.0,,"['3 hab.', '64 m²', 'Planta 5ª exterior sin ascensor']","West Side vende:Piso en Barcelona en el barrio de El Carmel.La vivienda consta de 64 m² construidos y distribuidos en salón-comedor con salida a balcón, cocina, 3 dormitorios y 1 baño completo.El inmueble tiene mucha luz natural, suelos de gres y calefacción.La vivienda se encuentra en la 5a planta del edifici",,,2024-11-20 14:42:36,3,64
/inmueble/106567285/,Piso,"Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,50.0,,"['2 hab.', '50 m²', 'Bajo exterior sin ascensor']","¡Espacio en venta en zona residencial, ideal para vivienda. Con salida de humos!Se vende espacio en excelente ubicación dentro de una zona residencial, ideal para adaptarlo a vivienda. La propiedad tiene un gran potencial para transformarse en un moderno y acogedor piso de 2 o 3 habitaciones. Dispone de salida de hum",,,2024-11-20 14:42:36,2,50
/inmueble/106563658/,Piso,"calle de Ramon Rocafull, El Carmel, Barcelona",El Carmel,71.0,,"['2 hab.', '55 m²', 'Planta 2ª sin ascensor']","Piso en la calle Ramón Rocafull de Barcelona. Tiene una superficie de unos 50m2 con galería-lavadero de 3,30m2. - El inmueble se transmite arrendado a tercero y con un posible derecho de éste a la adquisición preferente del mismo. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, in",,,2024-11-20 14:42:36,2,55
/inmueble/102977935/,Piso,"calle de les Agudes, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,51.0,52.0,"['1 hab.', '56 m²', 'Sótano sin ascensor']","Oportunidad sólo para inversores. El activo se encuentra ocupado por persona sin justo título. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo.Piso de segunda mano en venta en Barcelona. Construido en 1972, tiene una superficie de 56 m² distribuidos en diversas dependencias.Se localiza e",,,2024-11-20 14:42:36,1,56
/inmueble/106559982/,Piso,"calle d&#039;Eduard Toda, Horta, Barcelona",Horta,59.0,,"['1 hab.', '39 m²', 'Bajo exterior sin ascensor']","Horta Residencial- Oportunidad!NO TIENE CEDULA DE HABITABILIDAD!Estudio en una de las mejores zonas de Barcelona, encontramos este espacio con muchas posibilidades.Se trata de un Local que se entregara totalmente reformado.Tiene 30 metros útiles y muy bien distribuidos, salón cocina, baño y habitación.Techos alt",,,2024-11-20 14:42:36,1,39
/inmueble/89362270/,Piso,"calle de Tarent, El Besòs, Barcelona",El Besòs,67.2,,"['3 hab.', '52 m²', 'Planta 1ª sin ascensor']","Piso con terraza a la venta en Barcelona ciudad (Barcelona). Está situado en la primera planta de un edificio residencial dotado de portero automático. Se distribuye en un salón con acceso a la terraza y a un pequeño cuarto trastero, 3 dormitorios, cocina amueblada integrada en el salón, 1 baño equipado con plato de du",,,2024-11-20 14:42:36,3,52
/inmueble/106548622/,Piso,"calle de Sant Rafael, 27, El Raval, Barcelona",El Raval,86.7,,"['1 hab.', '39 m²', ' interior sin ascensor']","CARRER DE SANT RAFAEL CON RAMBLA DEL RAVAL: Vivienda para reformar completamente, en 4ª altura real de finca sin ascensor.Piso interior, con superficie según medición de 32m² útiles (36m² construidos); distribuido en salón-comedor, cocina independiente, un dormitorio, un estudio y baño.El inmueble no tiene ninguna",,,2024-11-20 14:42:40,1,39
/inmueble/106466913/,Estudio,"calle de Santa Rosalia, La Teixonera, Barcelona",La Teixonera,96.0,,"['33 m²', 'Bajo exterior sin ascensor']","Precioso estudio en venta en Barcelona, estudio con entrada directa desde calle, completamente reformado, este estudio le ofrece un espacio diáfano con cocina abierta con placa de vitro y horno, dispone de Aire Acondicionado de frio y calor, con separación para zona de día y noche, en barrio rodeado de todo tipo de tra",,,2024-11-20 14:42:40,,33
/inmueble/106544932/,Piso,"calle de Sant Rafael, El Raval, Barcelona",El Raval,86.7,,"['1 hab.', '36 m²', 'Planta 4ª interior sin ascensor']","CARRER DE SANT RAFAEL CON RAMBLA DEL RAVAL: Vivienda para reformar completamente, en 4ª altura real de finca sin ascensor.Piso interior, con superficie según medición de 32m² útiles (36m² construidos); distribuido en salón-comedor, cocina independiente, un dormitorio, un estudio y baño.El inmueble no tiene ninguna",,,2024-11-20 14:42:40,1,36
/inmueble/105189738/,Piso,"calle de Coll i Vehí, El Camp de l&#039;Arpa del Clot, Barcelona",El Camp de l&#039;Arpa del Clot,98.3,,"['2 hab.', '46 m²', 'Bajo exterior sin ascensor']","REF: BCN-329OCUPADONo se puede VISITAR!Inmobiliaria Akris presenta:¡Excelente oportunidad de inversión! ¡INMUEBLE OCUPADO NO ES VISITABLE!Presentamos esta acogedora vivienda de 45 m², ubicada en pleno centro de Barcelona. Construida en 1936, esta propiedad ofrece una excelente conexión con las principales v",,,2024-11-20 14:42:40,2,46
/inmueble/105392716/,Piso,"calle de l&#039;Hospital, El Raval, Barcelona",El Raval,90.56,106.53,"['3 hab.', '44 m²', 'Bajo exterior sin ascensor']","REF: BCN-375Inmobiliaria Akris presenta:Os presentamos este espléndido piso de obra nueva situado en Barcelona.El inmueble se distribuye en tres habitaciones, salón-comedor, cocina y un baño. Ubicado en los bajos del edificio. Se encuentra en el centro de Barcelona, muy cerca de Ronda Litoral en el barrio de El",,,2024-11-20 14:42:40,3,44
/inmueble/106538812/,Estudio,"calle de Maignon, La Salut, Barcelona",La Salut,89.0,,"['22 m²', 'Entreplanta interior con ascensor']","IDEAL INVERSORES ESTUDIO CON INQUILINOSFIN DEL CONTRATO: 01/09/2027ALQUILER ACTUAL: 594,64. -€Bonito y renovado estudio de 22 m2. Ubicado en Gracia – La Salud, muy cerca del Parque Güell, zona con multitud de servicios y buenas comunicaciones mediante transporte público línea verde (3) de metro. Consta de una sola e",Alquilada,,2024-11-20 14:42:40,,22
/inmueble/106012463/,Piso,"calle de Perafita, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,90.0,,"['3 hab.', '65 m²', 'Planta 3ª ']","PORTA-4188MAMERCATIMMOBILIARI PRESENTA:Encantadora vivienda a reformar a tu gusto en medio de la naturaleza de BarcelonaEn Ciutat Meridiana, una de las zonas con más personalidad de Barcelona, te espera este encantador piso de 65m². Ubicado en la tercera planta de un edificio SIN ASCENSOR con vistas a la montaña.",,,2024-11-20 14:42:40,3,65
/inmueble/106528365/,Piso,"calle de la Mare de Déu de Port, 266, La Marina del Port, Barcelona",La Marina del Port,69.5,,"['1 hab.', '66 m²', 'Semi-sótano exterior con ascensor']","**Oportunidad única para inversores: Venta de dos trasteros unidos en Barcelona**Se ofrece en venta un conjunto excepcional de dos trasteros unidos en un único espacio, ubicado en el semisótano -1 de un edificio en la prestigiosa zona de Mare de Déu de Port, Barcelona. Con una superficie útil de 56 metros cuadrados y",,,2024-11-20 14:42:40,1,66
/inmueble/106519743/,Estudio,"calle de Maspons i Labrós, El Guinardó, Barcelona",El Guinardó,100.0,,"['30 m²', 'Bajo exterior con ascensor']",exelente local estudio reformado equipado en Local - CUDULA NO_.,,,2024-11-20 14:42:40,,30
/inmueble/106518360/,Piso,"calle de Càller, El Besòs, Barcelona",El Besòs,80.0,,"['2 hab.', '51 m²', 'Planta 1ª exterior sin ascensor']","¡ Oportunidad!Piso tapiado de dos dormitorios para reformar a la venta en Barcelona.La vivienda está distribuida en salón-comedor, dos dormitorios, un cuarto de baño, cocina independiente y terraza con lavadero.Cuenta con suelos de gres, ventanas de aluminio, puertas interiores de sapelly.. . Precisa reforma integ",,,2024-11-20 14:42:40,2,51
/inmueble/106488648/,Dúplex,"carretera de Collblanc, La Maternitat i Sant Ramon, Barcelona",La Maternitat i Sant Ramon,95.0,,"['2 hab.', '66 m²', 'Bajo exterior sin ascensor']","Este encantador LOCAL DUPLEX, sin cédula de habitabilidad, exterior de 66 m² te ofrece un espacio acogedor y funcional, perfecto para aquellos que buscan accesibilidad. En la planta baja, encontrarás dos estancias versátiles que se adaptan a tus necesidades diarias, junto con un baño equipado con plato de ducha. La seg",,,2024-11-20 14:42:40,2,66
/inmueble/97141560/,Piso,"calle de Juan de Sada, Sants - Badal, Barcelona",Sants - Badal,87.0,,"['1 hab.', '26 m²', 'Planta 3ª exterior sin ascensor']",Piso con inquilino con contrato de renta antigua. No es visitable. Solo para inversores.,Alquilada,,2024-11-20 14:42:40,1,26
/inmueble/106473737/,Ático,"El Poble Sec - Parc de Montjuïc, Barcelona",El Poble Sec - Parc de Montjuïc,85.0,,"['1 hab.', '17 m²', 'Planta 8ª exterior con ascensor']","Leer bien la descripción del producto!¡Excelente oportunidad para los interesados en una inversión en una de laszonas más vibrantes de Barcelona!Propiedad en Poble Sec, a solo cinco minutos de Plaza España: Cúpula Ubicada en la última planta de un edificio totalmente renovado, esta vivienda combina comodidad, mod",,,2024-11-20 14:42:40,1,17
/inmueble/106469189/,Ático,"calle de Catasús, Les Roquetes, Barcelona",Les Roquetes,89.8,,"['1 hab.', '55 m²', 'Planta 3ª interior sin ascensor']",Piso de 55m² en venta en calle Catasús.Ático en finca sin ascensor.Dispone de 1 habitación y 1 cuarto de baño.Cocina y salón.Gastos de comunidad: a concretar importe.IBI: a concretar importe.Transporte público: paradas de metro Roquetes y Via Julia.,,,2024-11-20 14:42:40,1,55
/inmueble/106467720/,Piso,"El Besòs, Barcelona",El Besòs,95.0,,"['3 hab.', '66 m²', 'Planta 1ª interior sin ascensor']","¡ Oportunidad!Piso de 66 m² para reformar a la venta en Barcelona.La vivienda se distribuye en salón-comedor, tres dormitorios, cocina independiente y un cuarto de baño.Es una 1ª Planta en un bloque sin ascensor.Cuenta con suelos de gres, ventanas de aluminio, puertas interiores de sapelly.. . Precisa reforma i",,,2024-11-20 14:42:40,3,66
/inmueble/106464279/,Piso,"La Trinitat Vella, Barcelona",La Trinitat Vella,62.9,,"['2 hab.', '57 m²', ' sin ascensor']",No cobramos comisión al comprador. INMUEBLE OCUPADO. ¡Gran oportunidad PARA INVERSORES en Trinitat Vella!Piso de 57 m2 de 2 dormitorios y 1 baño.El Inmueble se transmite ocupado por tercero no pudiendo hacer visitas físicas al inmueble. El precio ha sido determinado teniendo en cuenta que el activo se transmite co,,,2024-11-20 14:42:40,2,57
/inmueble/104563711/,Piso,"calle d&#039;Ausona, La Trinitat Vella, Barcelona",La Trinitat Vella,99.0,,"['3 hab.', '60 m²', 'Planta 3ª exterior sin ascensor']",Piso okupado ilegalmente.,,,2024-11-20 14:42:40,3,60
/inmueble/101780747/,Estudio,"Les Roquetes, Barcelona",Les Roquetes,52.0,57.5,"['28 m²', 'Bajo interior sin ascensor']","Estudio de 28 m² construidos distribuidos en salón-comedor/dormitorio, cocina americana y cuarto de baño.Cuenta con suelos de tarima y gres, ventanas de aluminio lacadas en blanco y carpintería interior de madera. Precisa reforma integral para entrar a vivir.IMPORTANTE: Se trata de una primera planta en finca sin a",,,2024-11-20 14:42:40,,28
/inmueble/106461725/,Piso,"calle de Càller, El Besòs, Barcelona",El Besòs,80.0,,"['2 hab.', '51 m²', 'Planta 1ª exterior sin ascensor']","¡ Oportunidad!Piso tapiado de dos dormitorios para reformar a la venta en Barcelona.La vivienda está distribuida en salón-comedor, dos dormitorios, un cuarto de baño, cocina independiente y terraza con lavadero.Cuenta con suelos de gres, ventanas de aluminio, puertas interiores de sapelly.. . Precisa reforma inte",,,2024-11-20 14:42:40,2,51
/inmueble/106455467/,Estudio,"calle de la Maladeta, 3, Porta, Barcelona",Porta,89.0,,"['46 m²', 'Bajo exterior con ascensor']","Directo propietario. Vendo 2 locales/estudios juntos con 2 escrituras sin cédula de habitabilidad.Total 46 m2, ideal para hacer un loft de 3 habitaciones con cocina americana y baño o 2 estudios ya que són 2 escrituras y saldrian 2 estudios de unos 23 m2 cada uno. Exteriores. Luminosos. Entrada por calle y por la finc",,,2024-11-20 14:42:40,,46
/inmueble/106438858/,Piso,"La Trinitat Vella, Barcelona",La Trinitat Vella,99.0,,"['4 hab.', '80 m²', 'Bajo exterior sin ascensor']",¡SOLO INVERSORES¡ VIVIENDA NO DISPONIBLE PARA VIVIR! SE VENDE LA NUDA PROPIEDAD DE LA VIVIENDA CON EL USUFRUCTO VITALICIO A FAVOR DEL ACTUAL PROPIETARIO.Condiciones de la operación y forma de pago:- Usufructuario: Sr. 74 años.- Un único pago de 99.000. -€.Repartición de los gastos del inmueble:- Asumir los gasto,,,2024-11-20 14:42:40,4,80
/inmueble/106437671/,Chalet pareado,"Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,100.0,115.0,"['2 hab.', '80 m²']","Tecnocasa Estudi Mina de la Ciutat S. L tiene el placer de presentarles este inmueble el cual tenemos en exclusiva:Casa de 60m2 más 20m2 de terraza, a actualizar, el inmueble es ideal para inversores, se distribuye de la siguiente manera: Salón-comedor; cocina con con concepto abierto, un cuarto de baño y de 2 habit",,,2024-11-20 14:42:40,2,80
/inmueble/106431517/,Piso,"calle de Catasús, Les Roquetes, Barcelona",Les Roquetes,89.8,,"['1 hab.', '55 m²', ' sin ascensor']","Piso de 55 m² en venta, situado en Barcelona. Construida en 1963, esta vivienda cuenta con una superficie de 55 m² y se distribuye en varias estancias. La vivienda está comunicada mediante el acceso viario B-20. La zona dispone de equipamiento variado, centro de salud, gimnasios, parque, Escuela de Arte, etc. Con nuest",,,2024-11-20 14:42:40,1,55
/inmueble/106421229/,Piso,"calle de les Agudes, 2, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",Ciutat Meridiana - Torre Baró - Vallbona,99.0,,"['3 hab.', '52 m²', 'Planta 2ª con ascensor']",Piso de segunda mano en venta situado en la Zona de Ciutat Meridiana de Barcelona. Cuenta con una superficie de 52 m² distribuidos en 3 dormitorios y un baño. Se localiza en un edificio residencial plurifamiliar con ascensor y en sus inmediaciones dispone de todo tipo de servicios. Tiene buena comunicación tanto por tr,,,2024-11-20 14:42:40,3,52
/inmueble/106417494/,Piso,"calle de Tàrrega, El Bon Pastor, Barcelona",El Bon Pastor,89.0,,"['3 hab.', '49 m²', 'Planta 4ª exterior sin ascensor']","¡Oportunidad de inversión en Barcelona!SOMOS PROPIETARIOS. Disfruta de todas las ventajas de comprar directamente a la propiedad.Clikalia presenta este piso ubicado en el barrio de El Bon Pastor, en Barcelona.La vivienda está ubicada en la planta 4 exterior sin ascensor. Dispone de una superficie total de 49 m²,",,,2024-11-20 14:42:40,3,49
/inmueble/106416380/,Piso,"calle de les Carretes, 35, El Raval, Barcelona",El Raval,60.765,,"['1 hab.', '46 m²', 'Planta 3ª exterior sin ascensor']","Vivienda Okupada por un tercero sin titulo ¡Oportunidad única de inversión en el corazón de la ciudad! Este piso de 46m² construidos, ideal para inversores que buscan rentabilidad. Construido en 1900 Su precio está ajustado debido a una ocupación ilegal, lo que representa una excelente ocasión para aquellos que saben r",Ocupada ilegalmente,,2024-11-20 14:42:40,1,46
/inmueble/106410662/,Piso,"calle del Turó de la Trinitat, La Trinitat Vella, Barcelona",La Trinitat Vella,90.837,,"['2 hab.', '50 m²', 'Bajo sin ascensor']","Inmueble sin posesión y sin acceso al interior. Las fotografías del interior y las características del activo, pueden no ajustarse al estado actual. ¿Deseas convertir la casa de tus sueños en una realidad?¡Esta es tu oportunidad!Les ofrecemos en exclusiva este piso exterior en edificio residencial que puedes adqui",,,2024-11-20 14:42:40,2,50
